title,wiki,trends,youtube,chartmetric,category,gender,source,notes1,notes2,IntentRatio
Sleepless,0.0,0.0,0.0,15.51574493,adult_literary_drama,co,external_reference,Contemporary work,David Lang  modern classical niche.,0.35
Snow White,23.86737204,93.2160804,60.73059361,18.66867513,family_classic,female,external_reference,Fairy tale classic,"Often Lalo/Mahler; varied, classical.",0.1
Spartacus,27.69629368,0.0,0.0,20.30126964,adult_literary_drama,male,external_reference,Grigorovich epic,Khachaturian  classical.,0.25
Square Dance,0.030875546,4.770430747,0.050750069,22.98328671,contemporary,co,external_reference,Balanchine neoclassical,Vivaldi/Corelli  classical.,0.5
Stepping Stones,0.0,0.0,0.03383338,17.99548096,contemporary,co,external_reference,Kylian contemporary,John Cage  modern classical niche.,0.5
Stravinsky Violin Concerto,0.033490557,0.0,0.0,20.88408292,contemporary,co,external_reference,Balanchine Stravinsky,Stravinsky.,0.5
Swan Lake,18.21677444,26.96913507,17.00899117,23.61129044,romantic_tragedy,female,historical,Tchaikovsky.,,0.3
Sylvia,0.66174483,0.047240056,0.0,21.08851589,classic_romance,female,external_reference,Classical mythology,Delibes.,0.4
Symphonic Variations,0.049495162,0.013827336,0.0,20.49924682,contemporary,co,external_reference,Ashton abstract,Franck.,0.5
Symphony in C,0.080558903,0.013827336,0.024435219,22.21612509,contemporary,co,external_reference,Balanchine neoclassical,Bizet.,0.5
Symphony in Three Movements,0.023990569,0.016592802,0.0,20.88408292,contemporary,co,external_reference,Balanchine Stravinsky,Stravinsky.,0.5
Symphony of Psalms,0.536965097,0.0,0.0,20.88408292,contemporary,co,external_reference,Kylian spiritual,Stravinsky.,0.5
Taj Express,0.0,0.024889204,0.048870437,100.0,touring_contemporary_company,male,historical,A.R. Rahman and Bollywood film tracks  strong brand.,,0.35
Tango Fire,0.0,0.013827336,0.0,79.90818449,touring_contemporary_company,co,historical,Piazzolla & classic tango  strong crossover.,,0.35
Tarantella,0.068315577,0.013827336,0.026314851,10.76034717,contemporary,co,external_reference,Balanchine showcase,Gottschalk  classical/light-classical.,0.5
Tchaikovsky Pas de Deux,0.004384453,0.0,0.001879632,23.61129044,classic_romance,co,external_reference,Balanchine classical,Tchaikovsky.,0.4
Thais Pas de Deux,0.0,0.0,0.0,20.89018004,classic_romance,co,external_reference,Classical showpiece,Massenet.,0.4
The Age of Anxiety,0.871275366,0.011061868,0.028194483,22.10745284,contemporary,co,external_reference,Robbins Bernstein,Bernstein  compositional side; niche but known.,0.5
The Bright Stream,0.137365356,0.060840276,0.0,22.39007244,classic_comedy,co,external_reference,Ratmansky Soviet comedy; aka Limpid Stream,Shostakovich.,0.4
The Bronze Horseman,1.754154112,0.0,0.0,13.47069794,adult_literary_drama,male,external_reference,Pushkin literary,Gliere/Glazunov  classical.,0.35
The Cage,0.088927821,0.013827336,0.056388966,20.88408292,contemporary,female,external_reference,Robbins dramatic,Stravinsky.,0.5
The Catherine Wheel,0.0,0.0,0.046990805,83.0413887,contemporary,female,external_reference,Tharp theatrical work,David Byrne  rock/pop figure.,0.5
The Concert,0.087032785,0.0,0.0,23.78559644,classic_comedy,co,external_reference,Robbins comedic,Chopin.,0.4
The Contract,0.0,0.01935827,0.0,0.0,contemporary,co,external_reference,Contemporary work,"Harry Somers  modern classical, niche; story-driven.",0.5
The Dream,0.136705566,0.013961582,0.0,22.84663941,classic_romance,co,external_reference,Ashton Shakespeare,Mendelssohn.,0.4
The Firebird,4.213450385,0.002778827,0.003759264,20.88408292,romantic_tragedy,female,external_reference,Stravinsky ballet - strong visual appeal,Stravinsky.,0.4
The Flames of Paris,0.239389766,0.022123737,0.080824184,0.130550175,adult_literary_drama,co,external_reference,Revolutionary drama,Asafyev  classical but niche.,0.35
The Fountain of Bakhchisarai,0.0,0.033185605,0.0,0.130550175,romantic_tragedy,female,external_reference,Pushkin romantic,Asafyev.,0.4
The Four Temperaments,0.305215007,0.027654671,0.028194483,16.70145614,contemporary,co,external_reference,Abstract neoclassical,Hindemith  modern classical.,0.5
The Frog Prince,0.013767684,0.309732315,0.056388966,0.0,family_classic,male,external_reference,Fairy tale classic,Childrens ballet; music varies/obscure.,0.25
The Golden Age,0.012809803,0.0,0.026314851,22.39007244,adult_literary_drama,co,external_reference,Grigorovich Soviet,Shostakovich.,0.35
The Invitation,0.015001547,0.058355364,0.024435219,14.15106521,adult_literary_drama,female,external_reference,MacMillan dramatic,Malcolm Arnold  classical.,0.35
The Lady of the Camellias,3.273561793,0.013827336,0.041351908,23.78559644,adult_literary_drama,female,external_reference,French literary drama,Chopin.,0.35
The Leaves Are Fading,0.0,0.0,0.0,22.98328671,contemporary_mixed_bill,co,external_reference,Tudor romantic work,Dvorak.,0.5
The Little Humpbacked Horse,0.157040004,0.0,0.0,10.06455778,family_classic,male,external_reference,Russian fairy tale,Pugni/Shchedrin  classical/ballet niche.,0.25
The Little Mermaid,19.91513907,98.15745392,71.41552511,13.01233771,family_classic,female,external_reference,Disney-style family appeal,Lera Auerbach  modern classical.,0.1
The Man in Black,0.0,0.0,0.028194483,97.47076968,contemporary,male,external_reference,Contemporary work,Johnny Cash songs.,0.5
The Merry Widow,0.065001743,0.179755362,0.035713012,16.26927767,classic_comedy,female,external_reference,Lehar  operetta composer with some recognition.,,0.4
The Pharaoh's Daughter,0.248755812,0.0,0.0,7.850225952,classic_romance,female,external_reference,Petipa Egyptian,Pugni  ballet niche.,0.4
The Pied Piper,0.0,4.822974622,3.451004714,0.0,family_classic,male,external_reference,Folk tale classic,No standard popular score.,0.25
The Prince & the Pauper,4.473129942,0.0,0.028194483,0.0,family_classic,male,external_reference,Mark Twain classic,"No stable, widely known score.",0.25
The Red Poppy,0.242023967,0.0,0.0,13.47069794,adult_literary_drama,female,external_reference,Soviet ballet classic,Gliere  classical.,0.35
The Red Shoes,0.591931083,0.030420138,0.003759264,18.91901585,adult_literary_drama,female,external_reference,Bourne fairy tale,Bernard Herrmann film music  known to cinephiles.,0.35
The Seagull,6.230106766,1.692465865,0.058268598,23.61129044,adult_literary_drama,female,external_reference,Chekhov adaptation,Stolze/Tchaikovsky  classical.,0.25
The Seasons' Canon,0.056870944,0.013827336,0.0,94.13671903,contemporary,co,external_reference,Pite Vivaldi,Vivaldi (Four Seasons) in recomposed form  huge streaming presence.,0.5
The Secret Garden,0.07755264,25.58333614,10.85675557,0.0,family_classic,female,external_reference,Burnett children's classic,Score varies; not music-led.,0.15
The Snow Maiden,0.590700797,0.049778408,0.0,20.61078832,romantic_tragedy,female,external_reference,Russian folk tale,Rimsky-Korsakov  classical.,0.4
The Snow Queen,11.90164899,5.506044997,0.627797154,0.0,family_classic,female,external_reference,Fairy tale classic,Various classical/film-like scores; mixed.,0.15
The Steadfast Tin Soldier,0.031402048,0.027654671,0.001879632,22.21612509,family_classic,male,external_reference,Andersen fairy tale,Often Bizet or similar; classical.,0.25
The Stone Angel,0.736549171,0.691366775,0.0,0.0,adult_literary_drama,female,external_reference,Commissioned modern score; obscure.,,0.35
The Taming of the Shrew,12.60427105,2.322992364,0.063907495,20.1861416,classic_comedy,male,external_reference,Shakespeare comedy,Scarlatti (via Stolze)  classical.,0.3
The Times They Are A-Changin,0.001498861,0.23783017,0.586445246,97.98866652,pop_ip,co,external_reference,Bob Dylan music,Bob Dylan songs.,0.25
The Two of Us,0.0,0.0,0.084583449,0.0,contemporary,co,external_reference,Contemporary work,Non-standard; composer not central.,0.5
The Two Pigeons,0.101473758,0.0,0.0,9.322143318,classic_romance,co,external_reference,Romantic story ballet,Messager  classical.,0.4
The Vertiginous Thrill of Exactitude,0.034775412,0.0,0.03383338,23.23506205,contemporary_mixed_bill,co,external_reference,Forsythe neoclassical,Schubert  classical.,0.5
Theme and Variations,0.083034357,0.011061868,0.078944552,23.61129044,contemporary_mixed_bill,co,external_reference,Balanchine bravura,Tchaikovsky.,0.5
Third Symphony of Gustav Mahler,0.0,0.0,0.030074115,21.72118212,contemporary,co,external_reference,Neumeier symphonic,Mahler  famous classical but niche.,0.5
Trockadero,0.447089757,0.030567095,0.086463081,0.0,touring_contemporary_company,male,historical,Company.,,0.35
Trois Gnossiennes,0.0,0.0,0.0,23.01448963,contemporary,co,external_reference,Van Manen Satie,Erik Satie.,0.5
Unleashed,0.0,0.013827336,0.0,0.0,contemporary_mixed_bill,co,historical,"Mixed bill title, not a score.",,0.5
Valse Fantaisie,0.0,0.013827336,0.0,16.84061401,contemporary,co,external_reference,Balanchine Glinka,Glinka  classical.,0.5
Variations Serieuses,0.118762247,0.0,0.0,22.84663941,contemporary,co,external_reference,Van Manen Mendelssohn,Mendelssohn.,0.5
Vienna Waltzes,0.041427883,0.0,0.0,21.63689835,contemporary,co,external_reference,Balanchine waltz,Strauss/Lehar/R. Strauss  classical but not pop.,0.5
Watermill,0.007962131,0.0,0.0,0.0,contemporary,male,external_reference,Robbins meditative,Teiji Ito  very niche.,0.5
West Side Story,32.77943692,27.47451544,7.762557077,88.42981134,pop_ip,co,external_reference,Bernstein classic - high recognition,Leonard Bernsteins West Side Story  huge property.,0.15
Western Symphony,0.038128932,0.011061868,0.107139035,10.76034717,contemporary,co,external_reference,Balanchine Americana,Gottschalk/adaptations  light-classical; modest signal.,0.5
Whereabouts Unknown,0.0,0.027654671,0.0,0.0,contemporary,co,external_reference,Contemporary work,Willems  niche.,0.5
Whipped Cream,0.118152065,0.011115307,0.007518529,21.59744638,family_classic,co,external_reference,Ratmansky confection,Richard Strauss  classical.,0.25
Who Cares?,0.119838747,0.027654671,0.054509334,87.54034862,pop_ip,co,external_reference,Gershwin music - crossover appeal,George Gershwin  songs as American standards.,0.25
Wings of Wax,0.0,0.0,0.0,0.0,contemporary,co,external_reference,Ekman Icarus theme,Multi-composer collage.,0.5
Winter Dreams,0.030489255,0.0,0.0,23.61129044,contemporary,female,external_reference,Chekhov-inspired,Tchaikovsky.,0.5
Winter Gala,0.0,0.013827336,0.0,0.0,contemporary_mixed_bill,co,historical,Gala title only.,,0.5
Winter's Tale,0.274849773,0.0,0.0,18.38569687,romantic_tragedy,co,external_reference,Wheeldon Shakespeare,"Joby Talbot  known in ballet, but not public.",0.4
Within the Golden Hour,0.048239102,0.013827336,0.0,15.05057026,contemporary_mixed_bill,co,external_reference,Wheeldon abstract,"Ezio Bosso  modern classical crossover, limited brand.",0.5
Wizard of Oz,23.34753668,62.31155778,26.94063927,76.056237,family_classic,female,historical,Harold Arlen songs from the film.,,0.1
Woolf Works,0.204128194,0.0,0.0,90.9776917,contemporary,female,external_reference,McGregor Virginia Woolf,Max Richter  big contemporary crossover composer.,0.5
